X,Y,OBJECTID,NAME,ADDRESS,ORIG_ADDRE,PIN,LANDNO,ORDINANCE,EFF_DATE,SE_ANNO_CAD_DATA,PHOTO,DOCUMENT
1278035.0747513,225830.598989055,2665,Twenty-third Ave Houses Group,818 23rd Ave,812-828 23rd Ave,9126102040,124,108732,1979/12/24 00:00:00+00,,23rdAveHouses2DON.jpg,twenty-third-avenue-houses-designation-nomination.pdf
1268698.8749198,226049.109378815,2666,Colonnade Hotel/Gatewood Apartments,107 Pine St,107 Pine St,1975700600,468,125673,2017/06/20 00:00:00+00,,Colonnade.jpg ,DesRptColonnade_Hotel.pdf
1267882.6462373,228227.18901214,2667,Franklin Apartments,2302 4th Ave,2302 4th Ave,0696000140,452,0,1899/12/30 00:00:00+00,,Franklin_Apts.png ,DesRptFranklin Apartments.pdf
1270397.75997347,268327.266948313,2668,Ingraham High School,1819 N 135th St,1819 N 135th St,1926049321,480,126631,1899/12/30 00:00:00+00,,Ingraham_hs.jpg,DesRptIngrahamHighSchool.pdf
1273118.24993931,223832.84379822,2669,Old Fire Station #3,301 Terry Ave,301 Terry Ave,8590900220,151,106051,1976/12/21 00:00:00+00,,Firestation3DON.jpg,DesRptFireStation3.pdf
1276457.27278881,243285.951873556,2670,UW Parrington Hall,4105 Memorial Way NE,4105 Memorial Dr NE,1625049001,489,125838,1899/12/30 00:00:00+00,,UW_Parrington_Hall.jpg ,DesRptUW_Parrington_Hall.pdf
1263354.00011089,234932.265825063,2671,Queen Anne Library,400 W Garfield St,400 W Garfield St,4232902230,245,121101,2003/03/24 00:00:00+00,,QALibrary2DON.jpg,DesRptQueenAnneLibrary.pdf
1265211.73786522,236452.312981814,2672,Frances Skinner Edris Nurses Home,2120 1st Ave N,,,496,125744,,,EdrisNursesHome.jpg,DesRptEdris_Nurses_Home.pdf
1274033.23859489,244040.01893498,2673,Anhalt Hall,711 NE 43rd Street,,,497,125674,,,anhalt_hall.jpg,DesRptAnhalt_Hall.pdf
1273093.85300647,227218.85080573,2674,Knights of Columbus,700-722 East Union Street,,,498,,,,Knights_Columbus.jpg,DesRptKnightsColumbus.pdf
1281198.73279406,217627.223663554,2675,Ellsworth Storey Historic Cottage,1708 Lake Washington Blvd S,,,586,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1279169.05739146,199708.601364389,2676,Van Asselt School,7201 Beacon Avenue South,,,506,126619,2019/03/20 00:00:00+00,,Van_Asselt_School.png,DesRptVan_Asselt_School.pdf
1278391.83256797,222399.34764947,2677,Most Worshipful Prince Hall Grand Lodge,306 24th Ave S,,,516,,,,,
1263537.40689631,235008.736472636,2678,Sunset Telephone & Telegraph/Queen Anne Masonic Temple,1608 4th Avenue W,,,526,126051,,,SunsetTelephone.jpg,DesRptSunsetTelephone.pdf
1268973.10895139,225596.127017066,2679,The Showbox,1426 1st Avenue,,,536,,,,Showbox.jpg,DesRptShowbox.pdf
1281264.53942098,217626.434623137,2680,Ellsworth Storey Historic Cottage,1710 Lake Washington Blvd S,,,587,108733,,,EStoreyCottagesDON.jpg,DesRptEllsworthStoreyCottages.pdf
1281479.53242931,217466.841766477,2681,Ellsworth Storey Historic Cottage,1800 Lake Washington Blvd S,,,588,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1269612.0305738,258571.44164373,2682,liq'ted (Licton) Springs Park,9536 Ashworth Avenue N,,,556,,,,Licton_springs.jpg,DesRptliqtedsprings.pdf
1273858.22221264,204349.506780729,2683,Rainier Cold Storage/Ice/Seattle Brewing/Malting Co. Bldg,5622-6010 Airport Way S,6000-6004 Airport Way S,0001800023,566,116973,1993/12/13 00:00:00+00,,RainierColdStorage6DON.jpg,DesRptRainierColdStorageSeattleBrewing.pdf
1274075.23621431,204023.11799781,2684,Rainier Cold Storage/Ice/Seattle Brewing/Malting Co. Bldg,5622-6010 Airport Way S,6000-6004 Airport Way S,0001800023,567,116973,1993/12/13 00:00:00+00,,RainierColdStorage6DON.jpg,DesRptRainierColdStorageSeattleBrewing.pdf
1274205.4446153,203818.256858975,2685,Rainier Cold Storage/Ice/Seattle Brewing/Malting Co. Bldg,5622-6010 Airport Way S,6000-6004 Airport Way S,0001800023,568,116973,1993/12/13 00:00:00+00,,RainierColdStorage6DON.jpg,DesRptRainierColdStorageSeattleBrewing.pdf
1274280.09735315,203785.270704478,2686,Rainier Cold Storage/Ice/Seattle Brewing/Malting Co. Bldg,5622-6010 Airport Way S,6000-6004 Airport Way S,0001800023,569,116973,1993/12/13 00:00:00+00,,RainierColdStorage6DON.jpg,DesRptRainierColdStorageSeattleBrewing.pdf
1274358.22219689,203755.756983981,2687,Rainier Cold Storage/Ice/Seattle Brewing/Malting Co. Bldg,5622-6010 Airport Way S,6000-6004 Airport Way S,0001800023,570,116973,1993/12/13 00:00:00+00,,RainierColdStorage6DON.jpg,DesRptRainierColdStorageSeattleBrewing.pdf
1277812.85964456,241876.183039561,2688,UW Eagleson Hall,1417 NE 42nd Street,,,626,126050,,,UW_Eagleson.jpg,DesRptUWEaglesonHall.pdf
1281500.37097031,217465.825364307,2689,Ellsworth Storey Historic Cottage,1804 Lake Washington Blvd S,,,589,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1281535.94931123,217465.825364307,2690,Ellsworth Storey Historic Cottage,1808 Lake Washington Blvd S,,,590,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1281563.90332356,217465.825364307,2691,Ellsworth Storey Historic Cottage,1810 Lake Washington Blvd S,,,591,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1281597.95673314,217464.30043298,2692,Ellsworth Storey Historic Cottage,1814 Lake Washington Blvd S,,,592,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1281620.31987739,217464.808634058,2693,Ellsworth Storey Historic Cottage,1816 Lake Washington Blvd S,,,593,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1281691.98443222,217466.333565399,2694,Ellsworth Storey Historic Cottage,1725 36th Ave S,,,594,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1281692.56678014,217430.172876567,2695,Ellsworth Storey Historic Cottage,1729 36th Ave S,,,595,108733,,,EStoreyCottagesDON.jpg,DesRptellsworthstoreycottages.pdf
1272460.49436505,198893.925828397,2696,Georgetown Steam Plant Pump Station (on Duwamish),7551 8th  Avenue South,,,596,,,,Georgetown_Steam_Plant.jpg,DesRptGeorgetownSteampump.pdf
1275364.67917347,243938.331802398,2697,Canterbury Court,4225 Brooklyn Avenue NE,,,606,126145,,,CanterburyCourt.jpg,DesRptCanterburyCourt.pdf
1277828.94163339,241837.546633899,2698,UW Engineering Annex / AYPE Foundry,3900 E. Stevens Way NE,,,627,126153,,,UW_annex.jpg,DesRptUWEngAnnexAYPEFoundry.pdf
1273507.6172708,229185.010587305,2699,Avon Apartments / Capitol Crest Apartments,1831-35 Broadway Avenue,,,628,,,,AvonApt.jpg,DesRptAvonApts
1275245.33000273,243608.164483726,2700,Nickel Apartments / Villa Camini,1205 NE 42nd Street,,,629,126171,,,Villa_Camini.png,DesRptVillaCamini.pdf
1274267.55046222,227459.276177898,2701,1101 E. Pike Street,1101 E. Pike Street,,,630,,,,1101_Pike.jpg,DesRpt_1101EPike.pdf
1268428.15761347,235806.855283231,2702,Swedish Club,1920 Dexter Avenue N.,,,632,126303,,,Swedish_Club.png,DesRpt_Swedish_Club.pdf
1275259.66626014,231995.920319811,2703,Bordeaux House,806 14th Avenue E,,,636,126381,,,Bordeaux_House.jpg,DesRpt_Bordeaux.pdf
1268883.18360631,225714.101518646,2704,Hotel Elliott / Hahn Building,103 Pike Street,,,637,,,,Hahn.jpg,DesRpt_Hahn.pdf
1273935.44515531,234290.245455563,2705,The Fairfax,1508 10th Avenue E,,,688,,,,Fairfax.jpg,DesRpt_Fairfax.pdf
1272178.69965306,222371.495999143,2706,Panama Hotel and Hashidate Yu Bathhouse,605 South Main St,,,728,,,,Panama_hotel.jpg,DesRpt_Panama.pdf
1277991.7047593,242634.118859649,2707, UW Faculty Club,4020 E. Stevens Way NE,,,738,,,,UW_Faculty.jpg,DesRpt_UW_Faculty.pdf
1275625.42110606,221673.604350314,2708,Seattle Japanese Language School,1414 S Weller St,1414 S Weller St,3320500175,748,125743,,,japaneselangschool.jpg,japanese-language-school-designation.pdf
1274950.9588723,243736.085815802,2709,El Monterey,4204 11th Avenue NE,,,658,126568,,,El_Monterey.jpg,DesRptElMonterey.pdf
1275859.00954963,244793.278911397,2710,University National Bank,4502 University Way NE,,,698,126569,,,University_National_Bank.jpg,DesRpt_University_Bank.pdf
1269963.75952914,232166.806460977,2711,Center for Wooden Boats,1010 Valley Street,,,679,126575,,,CWB.jpg,DesRpt_Center_Wooden_Boats.pdf
1275873.42257856,225785.860561475,2712,Considine House/Cohen House/Immaculate Conception Convent,802 16th Avenue,,,639,126510,,,ConsidineConventCohen.jpg,DesRptImmacConceptConsidine.pdf
1276313.61592388,229212.710991219,2713,La Quinta,1710 E. Denny Way,,,668,126567,,,LaQuinta.jpg,DesRptLaQuinta.pdf
1275218.78838913,231020.338281482,2714,Cayton Revels House,518 14th Ave E,,,648,126603,,,Cayton_Revels.jpg,DesRptCayton-Revels.pdf
1267886.66657047,238715.29008314,2715,Wagner Floating Home,"2770 Westlake Avenue N, Unit 10",,,678,126576,,,Wagner_Floating.jpg,DesRpt_Wagner_Floating_Home.pdf
1272078.22117947,251721.210265473,2716,Evans Pool,7201-7359 E. Green Lake Drive N ,,,718,,,,Evans_pool.jpg,DesRpt_Evans_pool.pdf
1271826.68001589,226447.142047316,2717,Cassel Crag Apartments,1218 Terry Avenue,,,709,,,,Cassel_Crag.jpg,DesRpt_Cassel_Crag.pdf
1272422.89568697,234149.921917304,2718,Steinhart Theriault Anderson Office Building,1264 Eastlake Avenue E,,,749,,,,STA_1265_Eastlake.png,
1273012.91222347,196746.037079558,2719,Former Fire Station 26 / South Park Neighborhood Center,8201 10th Avenue S,,,759,,,,,DesRpt_FS26.pdf
1275065.75030939,231545.713214979,2720,Caroline Horton House,627 14th Avenue E,,,760,,,,Caroline_Horton_House.png,"DesRpt_Caroline_Horton_House.pdf
"
1271135.83559705,225825.459891722,2721,Freeway Park,700 Seneca Street,,,769,,,,Freeway_Park.jpg,DesRpt_FreewayPark.pdf
1260534.79183856,210674.142097309,2722,Cettolin House,4022 32nd Avenue SW,,,779,,,,,
1270123.57712288,225105.738562137,2723,Continental Hotel,315 Seneca Street,,,780,,,,Continental.png,DesRpt_Continental.pdf
1273179.5962733,233162.863195896,2724,Bullitt House,1125 Harvard Avenue East,,,789,,,,,
1266075.71874881,231282.182574064,2725,Seattle Center Playhouse and Exhibition Hall,201 & 301 Mercer Street,,,799,,,,,
1266709.90973763,230854.088942066,2726,Memorial Stadium,401 5th Avenue N,,,809,,,,,
